query_id,scene,question,status,Acc,vIoU,tIoU,dataset_type,gt_active_count,pred_active_count,temporal_inter,temporal_union,mask_found,mask_missing,vIoU_count,validation_path,dataset_dir_used,binary_mask_dir_used
flame_salmon_q5,flame_salmon,台面上的不锈钢夹子。,ok,0.75,0.0,0.0,dynerf,0,300,0,300,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_salmon_1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q5/entity_library_qwen_sourcebg/entity_0000_dark_gray_like_compact_mid_scale_entity_with_dom/rendered_source/binary_masks
flame_salmon_q6,flame_salmon,在喷枪炙烤过程中翻动三文鱼的手。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_salmon_1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q6/final_query_render_sourcebg/binary_masks
flame_salmon_q7,flame_salmon,除了绿色书本和窗户之外的所有物体。,ok,0.25,0.0,0.030303030303030304,dynerf,300,40,10,330,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_salmon_1,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/flame_salmon_1/entitybank/query_guided/flame_salmon_q7/final_query_render_sourcebg/binary_masks
sear_steak_q1,sear_steak,在100至180帧之间轻推牛排以调整其位置的夹子。,ok,0.30333333333333334,0.00022585371400716273,0.25357142857142856,dynerf,280,71,71,280,16,0,16,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/sear_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q1/final_query_render_sourcebg/binary_masks
sear_steak_q2,sear_steak,被夹子夹起的牛排。,ok,0.9333333333333333,0.0,0.9333333333333333,dynerf,280,300,280,300,16,0,16,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/sear_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q2/final_query_render_sourcebg/binary_masks
sear_steak_q3,sear_steak,在与牛排接触前（0–80帧）的左手。,ok,0.9333333333333333,0.0008979192023574444,0.9333333333333333,dynerf,280,300,280,300,16,0,16,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/sear_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q3/final_query_render_sourcebg/binary_masks
sear_steak_q4,sear_steak,在整个视频中从未移动的所有物体。,ok,0.06666666666666667,0.0,0.0,dynerf,280,0,0,280,16,0,16,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/sear_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q4/final_query_render_sourcebg/binary_masks
sear_steak_q5,sear_steak,台面上的不锈钢刀。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/sear_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q5/final_query_render_sourcebg/binary_masks
sear_steak_q6,sear_steak,在煎烤过程中翻动牛排的手。,ok,0.0,0.0,0.0,dynerf,0,300,0,300,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/sear_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q6/final_query_render_sourcebg/binary_masks
sear_steak_q7,sear_steak,除了绿色书本和百叶窗之外的所有物体。,ok,0.9,0.00030057905567430694,0.03571428571428571,dynerf,280,10,9,252,16,0,16,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/sear_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark/dynerf/sear_steak/entitybank/query_guided/sear_steak_q7/final_query_render_sourcebg/binary_masks
split_cookie_q1,split_cookie,被掰断之前的曲奇饼干。,ok,0.9850746268656716,0.5180071773021722,0.24812030075187969,hypernerf,530,134,132,532,53,0,53,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q1/final_query_render_sourcebg/binary_masks
split_cookie_q2,split_cookie,被掰成碎片后的曲奇饼干。,ok,0.9850746268656716,0.5284658767435962,0.24812030075187969,hypernerf,530,134,132,532,53,0,53,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q2/final_query_render_sourcebg/binary_masks
split_cookie_q3,split_cookie,握持并掰断曲奇饼干的两只手。,ok,0.9477611940298507,0.01721319417686243,0.2358490566037736,hypernerf,530,125,125,530,53,0,53,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q3/final_query_render_sourcebg/binary_masks
split_cookie_q4,split_cookie,在整个视频中完全静止的所有物体。,ok,0.014925373134328358,0.0,0.0,hypernerf,530,0,0,530,53,0,53,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q4/final_query_render_sourcebg/binary_masks
split_cookie_q5,split_cookie,木板上的黑色曲奇饼干。,ok,0.0,0.0,0.0,hypernerf,0,134,0,134,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q5/final_query_render_sourcebg/binary_masks
split_cookie_q6,split_cookie,曲奇饼干正在被掰断的瞬间。,ok,0.9850746268656716,0.5302180638711708,0.24812030075187969,hypernerf,530,134,132,532,53,0,53,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q6/final_query_render_sourcebg/binary_masks
split_cookie_q7,split_cookie,除了手之外的所有物体。,ok,0.9850746268656716,0.5420142361055652,0.24812030075187969,hypernerf,530,134,132,532,53,0,53,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q7/final_query_render_sourcebg/binary_masks
split_cookie_q8,split_cookie,300帧之后仍然完整的曲奇饼干。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q8/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/split-cookie,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_split_cookie/hypernerf/split-cookie/entitybank/query_guided/split_cookie_q8/final_query_render_sourcebg/binary_masks
americano_q1,americano,液体正在变深的玻璃杯。,ok,0.9770992366412213,0.6925666813186345,0.2490272373540856,hypernerf,511,131,128,514,52,0,52,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q1/final_query_render_sourcebg/binary_masks
americano_q2,americano,倒入咖啡之前的玻璃杯。,ok,0.9770992366412213,0.7400606731410543,0.2490272373540856,hypernerf,511,131,128,514,52,0,52,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q2/final_query_render_sourcebg/binary_masks
americano_q3,americano,正在倾倒咖啡的手。,ok,0.9618320610687023,0.00387756685140487,0.2421875,hypernerf,511,125,124,512,50,0,50,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q3/final_query_render_sourcebg/binary_masks
americano_q4,americano,倾斜以倾倒咖啡的金属杯。,ok,0.9770992366412213,0.01498595080616405,0.2490272373540856,hypernerf,511,131,128,514,52,0,52,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q4/final_query_render_sourcebg/binary_masks
americano_q5,americano,在整个视频中始终保持静止的所有物体。,ok,0.9770992366412213,0.3950694948880053,0.2490272373540856,hypernerf,511,131,128,514,52,0,52,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q5/final_query_render_sourcebg/binary_masks
americano_q6,americano,除了手和金属杯之外的所有物体。,ok,0.9770992366412213,0.7436505501312941,0.2490272373540856,hypernerf,511,131,128,514,52,0,52,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q6/final_query_render_sourcebg/binary_masks
americano_q7,americano,托盘上的蓝色玻璃杯。,ok,1.0,1.0,1.0,hypernerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q7/final_query_render_sourcebg/binary_masks
americano_q8,americano,视频中移动的杯子。,ok,0.0,0.0,0.0,hypernerf,0,131,0,131,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q8/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q8/final_query_render_sourcebg/binary_masks
americano_q9,americano,保持静止的草编杯垫和木质托盘。,ok,0.9770992366412213,0.012811425189718643,0.2490272373540856,hypernerf,511,131,128,514,52,0,52,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q9/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q9/final_query_render_sourcebg/binary_masks
americano_q10,americano,玻璃杯中液体完全变深之后的状态。,ok,0.07633587786259542,0.06015332068951459,0.015625,hypernerf,511,9,8,512,52,0,52,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q10/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/hypernerf/misc/americano,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_4dlangsplat_refresh_20260328_americano/hypernerf/americano/entitybank/query_guided/americano_q10/final_query_render_sourcebg/binary_masks
coffee_martini_q1,coffee_martini,正在被注入咖啡的马提尼酒杯。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/coffee_martini,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q1/final_query_render_sourcebg/binary_masks
coffee_martini_q2,coffee_martini,倾倒任何咖啡之前的金属杯。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/coffee_martini,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q2/final_query_render_sourcebg/binary_masks
coffee_martini_q3,coffee_martini,正在将咖啡倒入马提尼酒杯的人。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/coffee_martini,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q3/final_query_render_sourcebg/binary_masks
coffee_martini_q4,coffee_martini,在整个视频中完全静止的所有物体。,ok,0.9666666666666667,0.0,0.9666666666666667,dynerf,300,290,290,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/coffee_martini,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q4/final_query_render_sourcebg/binary_masks
coffee_martini_q5,coffee_martini,颜色为红色的马提尼酒杯。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/coffee_martini,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q5/final_query_render_sourcebg/binary_masks
coffee_martini_q6,coffee_martini,倾倒过程中握持马提尼酒杯的手。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/coffee_martini,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q6/final_query_render_sourcebg/binary_masks
coffee_martini_q7,coffee_martini,除了黑色水壶和木碗之外的所有物体。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,17,0,17,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/coffee_martini,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_coffee_martini/dynerf/coffee_martini/entitybank/query_guided/coffee_martini_q7/final_query_render_sourcebg/binary_masks
flame_steak_q1,flame_steak,正在自由移动以均匀炙烤牛排的喷枪。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,19,0,19,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q1/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q1/final_query_render_sourcebg/binary_masks
flame_steak_q2,flame_steak,操控自由移动喷枪的左手。,ok,1.0,0.002286361362983673,1.0,dynerf,300,300,300,300,19,0,19,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q2/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q2/final_query_render_sourcebg/binary_masks
flame_steak_q3,flame_steak,正在使用喷枪炙烤锅中牛排的厨师。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,19,0,19,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q3/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q3/final_query_render_sourcebg/binary_masks
flame_steak_q4,flame_steak,在整个视频中完全静止的所有物体。,ok,0.99,0.10061234145433338,0.99,dynerf,300,297,297,300,19,0,19,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q4/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q4/final_query_render_sourcebg/binary_masks
flame_steak_q5,flame_steak,锅旁边的不锈钢夹子。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q5/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q5/final_query_render_sourcebg/binary_masks
flame_steak_q6,flame_steak,在喷枪炙烤过程中翻动牛排的手。,ok,1.0,1.0,1.0,dynerf,0,0,0,0,0,0,0,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q6/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q6/final_query_render_sourcebg/binary_masks
flame_steak_q7,flame_steak,除了菠菜碗和绿色瓶子之外的所有物体。,ok,0.0,0.0,0.0,dynerf,300,0,0,300,19,0,19,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q7/final_query_render_sourcebg/validation.json,/root/autodl-tmp/GaussianStellar/data/dynerf/flame_steak,/root/autodl-tmp/GaussianStellar/runs/stellar_tube_ours_benchmark_flame_steak/dynerf/flame_steak/entitybank/query_guided/flame_steak_q7/final_query_render_sourcebg/binary_masks
